1,1,20.57988165,141.8596278,20.57988165,141.8596278,0.030085215,0.070014106
1,2,22.4914428,539.4904368,22.4914428,539.4904368,1.212921062,-1.902944627
1,3,21.29841196,747.118004,21.29841196,747.118004,0.050814592,-0.342001038
1,4,21.96942904,760.0947175,21.96942904,760.0947175,1.514631123,-1.074499606
1,5,21.73794887,128.1176076,21.73794887,128.1176076,0.257707406,0.076408246
1,6,22.14238593,323.3420764,22.14238593,323.3420764,-0.112073718,2.365489696
1,7,23.03430878,528.7863872,23.03430878,528.7863872,0.839036604,1.027501498
1,8,23.21567355,731.7378316,23.21567355,731.7378316,1.07292234,-2.129038438
1,9,23.1872627,100.424663,23.1872627,100.424663,-0.037955632,-0.222016117
1,10,22.35527814,114.1283535,22.35527814,114.1283535,-0.051471651,-0.177298455
1,11,23.77524999,307.8114585,23.77524999,307.8114585,0.590406595,0.588644224
1,12,28.7500552,511.7107256,28.7500552,511.7107256,5.617837528,-2.287970202
1,13,22.99980161,720.4865142,22.99980161,720.4865142,-0.065463528,0.306187517
1,14,24.13062092,86.86150556,24.13062092,86.86150556,-0.02436839,-0.060231064
1,15,23.60831728,292.8071681,23.60831728,292.8071681,-0.481803959,-0.785145215
1,16,24.07693758,706.3802794,24.07693758,706.3802794,0.11024087,-0.20491095
1,17,25.12694964,911.5881884,25.12694964,911.5881884,0.924442744,-0.716567653
1,18,23.57781257,925.7275033,23.57781257,925.7275033,0.155371826,-0.245148481
1,19,25.01824038,73.10798076,25.01824038,73.10798076,-0.066549788,-0.050952285
1,20,24.92764932,279.4701263,24.92764932,279.4701263,-0.092490891,-0.372106759